DATETIME,ENTITY_DESCRIPTION_SHORT,y_pred,KEY
2021-08-25 10:30:00,Water Ride,27.552038,Validation
2022-05-03 13:30:00,Water Ride,33.480312,Validation
2019-02-15 11:15:00,Flying Coaster,23.397367,Validation
2022-06-24 14:00:00,Water Ride,29.28183,Validation
2019-04-11 16:00:00,Water Ride,25.760252,Validation
2019-03-25 12:00:00,Water Ride,31.381145,Validation
2019-03-14 15:30:00,Flying Coaster,7.6803303,Validation
2020-07-26 15:00:00,Pirate Ship,32.11635,Validation
2019-05-20 13:30:00,Water Ride,21.45137,Validation
2018-11-27 13:30:00,Flying Coaster,12.94923,Validation
2020-02-07 15:15:00,Flying Coaster,11.762889,Validation
2022-01-02 17:45:00,Water Ride,22.206522,Validation
2022-07-09 19:00:00,Pirate Ship,22.360281,Validation
2022-05-14 16:15:00,Pirate Ship,36.593037,Validation
2018-11-16 14:45:00,Flying Coaster,18.52744,Validation
2022-01-08 13:15:00,Pirate Ship,24.725773,Validation
2019-05-25 12:00:00,Water Ride,28.673235,Validation
2022-04-26 14:15:00,Pirate Ship,44.77044,Validation
2020-09-15 11:15:00,Water Ride,12.0036745,Validation
2022-01-08 19:45:00,Flying Coaster,7.9957643,Validation
2021-08-06 18:15:00,Water Ride,16.269524,Validation
2018-10-14 11:15:00,Pirate Ship,38.792152,Validation
2022-06-30 16:15:00,Water Ride,27.310265,Validation
2022-05-25 10:30:00,Flying Coaster,29.620588,Validation
2020-01-29 12:45:00,Water Ride,15.597326,Validation
2020-02-08 14:15:00,Flying Coaster,22.604677,Validation
2022-07-15 15:00:00,Water Ride,27.991589,Validation
2022-06-10 13:45:00,Flying Coaster,40.699455,Validation
2019-12-14 14:00:00,Pirate Ship,36.442017,Validation
2022-07-13 10:00:00,Flying Coaster,30.598337,Validation
2020-01-29 12:45:00,Flying Coaster,10.476641,Validation
2020-08-01 16:30:00,Water Ride,21.541132,Validation
2022-06-17 18:00:00,Water Ride,22.735346,Validation
2019-02-25 10:15:00,Flying Coaster,31.002459,Validation
2021-12-09 13:15:00,Pirate Ship,32.56523,Validation
2020-10-05 12:15:00,Pirate Ship,9.926115,Validation
2021-09-04 17:45:00,Flying Coaster,7.3641953,Validation
2020-01-06 16:00:00,Pirate Ship,30.69429,Validation
2022-03-20 09:30:00,Water Ride,34.39043,Validation
2019-08-04 14:45:00,Flying Coaster,32.298622,Validation
2019-04-17 17:15:00,Flying Coaster,25.67269,Validation
2019-01-02 17:15:00,Flying Coaster,30.353369,Validation
2019-06-09 14:15:00,Water Ride,31.043886,Validation
2022-04-23 20:15:00,Flying Coaster,5.399353,Validation
2019-11-16 10:45:00,Flying Coaster,41.17036,Validation
2019-09-14 11:15:00,Water Ride,33.98061,Validation
2022-05-18 13:00:00,Water Ride,29.798822,Validation
2019-07-20 11:30:00,Flying Coaster,27.660658,Validation
2019-01-05 13:30:00,Water Ride,38.539783,Validation
2021-11-06 17:15:00,Pirate Ship,24.719551,Validation
2022-04-12 14:45:00,Water Ride,34.456627,Validation
2021-09-25 16:30:00,Flying Coaster,45.02651,Validation
2019-09-09 15:30:00,Flying Coaster,20.010723,Validation
2020-03-03 17:15:00,Pirate Ship,17.805435,Validation
2022-04-26 17:00:00,Water Ride,29.292442,Validation
2022-01-04 13:30:00,Pirate Ship,33.464874,Validation
2021-07-30 12:30:00,Pirate Ship,23.571646,Validation
2020-07-27 14:15:00,Pirate Ship,22.684086,Validation
2022-04-19 12:15:00,Pirate Ship,47.49166,Validation
2022-06-07 18:45:00,Water Ride,26.944292,Validation
2020-03-02 16:15:00,Water Ride,17.546154,Validation
2018-12-01 11:00:00,Flying Coaster,45.487373,Validation
2021-09-19 17:15:00,Water Ride,14.190761,Validation
2019-08-16 20:00:00,Flying Coaster,10.981658,Validation
2019-08-07 13:00:00,Water Ride,31.468813,Validation
2020-09-11 14:30:00,Pirate Ship,16.014215,Validation
2019-03-23 10:00:00,Water Ride,27.319904,Validation
2021-11-18 19:00:00,Water Ride,10.622756,Validation
2022-05-14 16:15:00,Flying Coaster,22.135826,Validation
2020-08-05 13:30:00,Flying Coaster,30.73038,Validation
2022-03-05 18:30:00,Pirate Ship,18.95431,Validation
2021-07-01 09:45:00,Pirate Ship,24.770182,Validation
2022-06-09 17:15:00,Flying Coaster,11.204817,Validation
2022-05-02 19:15:00,Pirate Ship,31.059559,Validation
2019-03-02 15:45:00,Flying Coaster,34.287537,Validation
2019-09-04 12:00:00,Flying Coaster,18.027348,Validation
2022-02-22 14:30:00,Water Ride,32.424263,Validation
2020-08-05 11:15:00,Flying Coaster,27.224964,Validation
2022-06-17 18:00:00,Flying Coaster,7.353015,Validation
2022-04-28 13:15:00,Water Ride,34.808414,Validation
2022-04-21 18:00:00,Flying Coaster,10.43165,Validation
2019-08-07 13:00:00,Flying Coaster,43.713734,Validation
2021-08-06 11:45:00,Pirate Ship,22.237724,Validation
2022-06-17 14:15:00,Pirate Ship,34.835022,Validation
2021-06-23 14:00:00,Flying Coaster,29.787079,Validation
2018-10-04 13:15:00,Pirate Ship,31.251219,Validation
2019-10-06 11:00:00,Water Ride,28.800962,Validation
2019-08-18 13:30:00,Water Ride,26.615812,Validation
2020-10-27 14:00:00,Flying Coaster,17.491915,Validation
2021-07-25 16:00:00,Flying Coaster,6.6328354,Validation
2019-04-23 10:45:00,Water Ride,35.139637,Validation
2019-06-24 13:15:00,Flying Coaster,49.83241,Validation
2021-10-19 13:15:00,Water Ride,32.237103,Validation
2020-09-10 13:15:00,Pirate Ship,12.913926,Validation
2020-02-26 18:15:00,Pirate Ship,19.128164,Validation
2022-04-15 11:00:00,Water Ride,37.576283,Validation
2021-10-07 15:15:00,Water Ride,16.945055,Validation
2019-02-04 13:45:00,Water Ride,15.603338,Validation
2020-02-13 15:15:00,Flying Coaster,6.5964913,Validation
2018-10-07 11:30:00,Water Ride,31.583206,Validation
2022-01-19 09:15:00,Pirate Ship,30.267937,Validation
2022-02-01 12:30:00,Water Ride,19.147425,Validation
2020-07-15 10:00:00,Water Ride,16.861792,Validation
2020-08-19 10:15:00,Flying Coaster,15.465631,Validation
2022-05-06 13:45:00,Pirate Ship,37.84697,Validation
2019-07-29 16:15:00,Flying Coaster,23.488932,Validation
2022-07-13 10:00:00,Pirate Ship,35.91219,Validation
2021-06-17 15:15:00,Pirate Ship,14.166524,Validation
2020-09-13 13:15:00,Pirate Ship,29.790894,Validation
2018-12-26 09:30:00,Water Ride,35.470486,Validation
2020-08-08 15:15:00,Pirate Ship,31.78722,Validation
2019-11-25 12:15:00,Water Ride,15.237783,Validation
2020-07-16 15:45:00,Water Ride,18.41762,Validation
2021-11-21 12:45:00,Flying Coaster,34.18701,Validation
2020-02-23 17:15:00,Flying Coaster,8.948016,Validation
2022-07-27 15:15:00,Water Ride,27.900959,Validation
2020-10-04 11:45:00,Pirate Ship,21.746271,Validation
2022-06-11 10:30:00,Flying Coaster,26.754316,Validation
2021-07-30 17:45:00,Pirate Ship,19.433317,Validation
2021-09-05 12:00:00,Water Ride,22.906767,Validation
2019-01-12 10:00:00,Water Ride,30.599737,Validation
2020-07-29 13:30:00,Flying Coaster,25.732645,Validation
2019-03-20 17:15:00,Flying Coaster,11.406241,Validation
2022-08-13 13:45:00,Pirate Ship,29.84618,Validation
2019-12-19 15:30:00,Pirate Ship,35.46532,Validation
2019-07-18 15:30:00,Water Ride,25.046173,Validation
2022-08-03 13:45:00,Water Ride,24.983583,Validation
2022-03-25 13:30:00,Pirate Ship,39.36813,Validation
2020-01-05 13:15:00,Water Ride,27.349277,Validation
2022-06-17 20:30:00,Flying Coaster,5.286477,Validation
2019-12-29 18:30:00,Pirate Ship,29.241642,Validation
2019-09-05 11:30:00,Flying Coaster,17.34445,Validation
2020-10-24 10:15:00,Flying Coaster,25.379889,Validation
2019-02-20 15:30:00,Flying Coaster,23.62599,Validation
2019-06-21 12:00:00,Water Ride,27.95353,Validation
2022-04-09 17:15:00,Flying Coaster,8.469193,Validation
2022-05-29 10:15:00,Water Ride,36.45296,Validation
2022-05-23 15:15:00,Flying Coaster,16.874702,Validation
2022-02-19 11:30:00,Flying Coaster,37.40237,Validation
2022-05-14 18:45:00,Water Ride,29.886438,Validation
2022-05-04 18:45:00,Pirate Ship,33.261288,Validation
2022-07-20 16:15:00,Pirate Ship,38.140972,Validation
2022-04-20 20:30:00,Flying Coaster,7.711148,Validation
2019-09-13 13:00:00,Water Ride,25.621677,Validation
2021-06-27 16:00:00,Flying Coaster,20.603315,Validation
2021-12-28 14:30:00,Flying Coaster,39.177982,Validation
2022-02-15 17:00:00,Flying Coaster,8.748973,Validation
2021-09-12 11:30:00,Water Ride,24.458523,Validation
2018-11-02 14:45:00,Pirate Ship,53.10213,Validation
2021-12-14 13:45:00,Flying Coaster,17.443611,Validation
2020-08-18 16:30:00,Flying Coaster,16.42073,Validation
2022-08-04 18:45:00,Flying Coaster,10.994502,Validation
2020-08-12 11:15:00,Flying Coaster,22.15436,Validation
2020-10-29 10:30:00,Flying Coaster,23.976383,Validation
2019-01-01 10:00:00,Water Ride,31.57449,Validation
2022-02-21 15:30:00,Water Ride,34.04454,Validation
2018-10-02 17:00:00,Water Ride,14.451061,Validation
2022-07-27 15:15:00,Flying Coaster,27.541218,Validation
2021-07-23 14:15:00,Water Ride,16.763205,Validation
2021-10-19 15:45:00,Water Ride,27.462986,Validation
2020-07-28 10:15:00,Flying Coaster,13.920015,Validation
2021-06-27 12:30:00,Water Ride,17.942488,Validation
2019-04-21 10:30:00,Flying Coaster,44.652798,Validation
2018-10-14 14:30:00,Flying Coaster,37.549816,Validation
2022-02-26 17:00:00,Pirate Ship,21.734097,Validation
2019-08-16 17:00:00,Water Ride,26.846935,Validation
2020-01-05 16:45:00,Flying Coaster,13.363637,Validation
2022-08-01 18:45:00,Water Ride,24.597322,Validation
2021-12-11 18:00:00,Flying Coaster,6.4857583,Validation
2019-12-13 12:15:00,Pirate Ship,25.0663,Validation
2022-06-28 16:45:00,Flying Coaster,9.367435,Validation
2022-05-02 13:15:00,Pirate Ship,44.122204,Validation
2021-10-13 12:00:00,Water Ride,22.717484,Validation
2020-01-19 14:15:00,Water Ride,26.183723,Validation
2021-10-09 13:30:00,Water Ride,31.303574,Validation
2020-09-11 09:45:00,Flying Coaster,12.140861,Validation
2019-12-24 14:15:00,Pirate Ship,36.216583,Validation
2022-03-08 10:45:00,Pirate Ship,32.35066,Validation
2021-08-28 17:45:00,Flying Coaster,9.971386,Validation
2021-09-07 10:15:00,Pirate Ship,17.661049,Validation
2019-09-15 11:45:00,Water Ride,25.732128,Validation
2019-12-24 12:00:00,Flying Coaster,42.73498,Validation
2022-01-03 11:45:00,Flying Coaster,39.877148,Validation
2019-01-01 13:00:00,Water Ride,35.801304,Validation
2022-04-04 13:00:00,Pirate Ship,41.591156,Validation
2022-04-18 18:00:00,Water Ride,31.174294,Validation
2018-11-06 13:15:00,Flying Coaster,12.844105,Validation
2022-06-06 11:15:00,Pirate Ship,39.280495,Validation
2019-04-23 17:00:00,Water Ride,33.964855,Validation
2019-01-22 10:15:00,Flying Coaster,9.511411,Validation
2020-08-13 16:45:00,Water Ride,15.414895,Validation
2019-12-17 15:30:00,Flying Coaster,10.071053,Validation
2021-12-20 15:45:00,Water Ride,32.388725,Validation
2022-06-29 16:15:00,Flying Coaster,10.477186,Validation
2018-11-04 12:45:00,Water Ride,32.09733,Validation
2022-06-16 18:15:00,Pirate Ship,34.92189,Validation
2020-09-26 11:45:00,Water Ride,22.673368,Validation
2020-09-24 12:45:00,Flying Coaster,8.841851,Validation
2019-12-21 19:15:00,Pirate Ship,17.94964,Validation
2022-08-08 13:15:00,Pirate Ship,35.04226,Validation
2021-09-29 14:00:00,Flying Coaster,6.804343,Validation
2019-12-27 09:15:00,Water Ride,36.675518,Validation
2019-12-24 18:30:00,Pirate Ship,26.259438,Validation
2019-11-02 19:15:00,Flying Coaster,9.320559,Validation
2019-03-25 14:00:00,Flying Coaster,41.881107,Validation
2022-04-25 18:45:00,Water Ride,31.15595,Validation
2021-06-17 12:30:00,Flying Coaster,30.702433,Validation
2021-12-11 10:00:00,Pirate Ship,30.72575,Validation
2020-10-11 15:15:00,Water Ride,24.079277,Validation
2022-05-26 15:30:00,Pirate Ship,39.952732,Validation
2021-08-24 17:45:00,Water Ride,21.822445,Validation
2019-02-28 11:15:00,Water Ride,27.332317,Validation
2019-05-20 13:30:00,Flying Coaster,23.716639,Validation
2021-10-10 13:00:00,Pirate Ship,33.201885,Validation
2022-07-20 09:45:00,Pirate Ship,33.51402,Validation
2022-01-13 16:30:00,Pirate Ship,33.598377,Validation
2022-02-27 17:45:00,Flying Coaster,8.454824,Validation
2018-11-03 19:00:00,Pirate Ship,19.878975,Validation
2020-08-18 10:45:00,Flying Coaster,26.703764,Validation
2020-08-08 11:00:00,Pirate Ship,27.079676,Validation
2019-12-31 15:30:00,Water Ride,14.094724,Validation
2019-11-12 12:00:00,Water Ride,22.354145,Validation
2021-10-12 16:15:00,Flying Coaster,6.170924,Validation
2022-06-13 13:00:00,Pirate Ship,36.74595,Validation
2021-12-01 10:45:00,Flying Coaster,28.004522,Validation
2019-08-02 12:15:00,Water Ride,28.744158,Validation
2020-03-01 14:30:00,Flying Coaster,17.906145,Validation
2021-10-31 11:15:00,Pirate Ship,22.805725,Validation
2019-07-22 15:45:00,Flying Coaster,24.517649,Validation
2022-07-07 18:30:00,Flying Coaster,5.940643,Validation
2022-05-31 17:30:00,Flying Coaster,8.638522,Validation
2021-08-20 10:45:00,Water Ride,25.890116,Validation
2021-09-28 10:15:00,Flying Coaster,11.764639,Validation
2018-11-01 16:30:00,Flying Coaster,26.008524,Validation
2022-04-05 19:00:00,Flying Coaster,7.220414,Validation
2020-09-02 12:30:00,Water Ride,11.663544,Validation
2021-10-23 18:00:00,Water Ride,11.920024,Validation
2018-11-24 17:15:00,Flying Coaster,12.685498,Validation
2022-03-15 11:45:00,Water Ride,26.60151,Validation
2021-10-15 11:15:00,Pirate Ship,17.827015,Validation
2021-10-21 13:00:00,Flying Coaster,13.16439,Validation
2022-03-31 11:00:00,Water Ride,21.619291,Validation
2019-04-04 15:45:00,Flying Coaster,10.363277,Validation
2022-03-16 13:00:00,Flying Coaster,23.93942,Validation
2022-01-09 12:45:00,Flying Coaster,28.395315,Validation
2022-08-12 15:45:00,Flying Coaster,16.532507,Validation
2022-03-20 14:30:00,Water Ride,41.10919,Validation
2022-07-05 13:45:00,Water Ride,30.18494,Validation
2019-04-02 17:45:00,Flying Coaster,10.200917,Validation
2022-04-09 12:45:00,Flying Coaster,29.119379,Validation
2020-08-29 17:15:00,Water Ride,23.70256,Validation
2019-10-16 16:15:00,Flying Coaster,9.694047,Validation
2019-01-08 10:00:00,Water Ride,12.894693,Validation
2020-10-14 15:00:00,Flying Coaster,7.1494913,Validation
2020-02-27 09:45:00,Water Ride,19.912107,Validation
2022-05-18 13:00:00,Flying Coaster,25.568754,Validation
2018-10-21 15:15:00,Pirate Ship,42.479084,Validation
2021-12-21 09:15:00,Flying Coaster,26.952803,Validation
2021-08-16 10:45:00,Pirate Ship,24.686789,Validation
2020-03-10 12:30:00,Pirate Ship,25.237833,Validation
2019-05-16 13:00:00,Flying Coaster,33.656906,Validation
2021-10-04 10:30:00,Flying Coaster,15.491814,Validation
2019-05-31 17:30:00,Flying Coaster,30.904755,Validation
2022-07-25 13:45:00,Flying Coaster,37.42918,Validation
2022-06-21 10:15:00,Flying Coaster,24.800879,Validation
2021-08-01 13:00:00,Pirate Ship,25.705576,Validation
2018-11-02 19:45:00,Flying Coaster,12.943725,Validation
2022-08-01 15:30:00,Water Ride,25.223284,Validation
2019-06-28 12:30:00,Water Ride,24.243677,Validation
2021-08-29 10:45:00,Flying Coaster,21.494297,Validation
2020-02-12 12:15:00,Pirate Ship,21.507917,Validation
2022-03-29 12:30:00,Water Ride,33.162025,Validation
2020-01-20 11:30:00,Flying Coaster,33.846348,Validation
2020-10-29 10:30:00,Water Ride,18.807497,Validation
2021-10-09 13:30:00,Flying Coaster,38.6878,Validation
2018-12-31 18:00:00,Flying Coaster,9.356586,Validation
2020-10-16 09:30:00,Water Ride,17.97525,Validation
2021-07-25 13:15:00,Flying Coaster,11.658117,Validation
2021-08-05 18:00:00,Pirate Ship,18.490728,Validation
2020-02-18 11:45:00,Flying Coaster,46.049328,Validation
2021-08-18 12:30:00,Pirate Ship,23.56064,Validation
2019-09-28 19:00:00,Water Ride,12.86709,Validation
2021-08-09 11:15:00,Water Ride,26.931837,Validation
2022-03-15 11:45:00,Pirate Ship,27.795095,Validation
2022-06-30 13:15:00,Pirate Ship,25.664822,Validation
2021-12-26 19:45:00,Pirate Ship,15.209751,Validation
2022-08-14 19:15:00,Flying Coaster,6.8166456,Validation
2020-01-03 16:30:00,Pirate Ship,38.708225,Validation
2021-11-07 16:15:00,Flying Coaster,6.808876,Validation
2021-11-26 13:45:00,Pirate Ship,20.386791,Validation
2021-09-02 17:45:00,Water Ride,14.259678,Validation
2019-09-08 17:30:00,Flying Coaster,11.205685,Validation
2020-02-29 12:00:00,Flying Coaster,51.24464,Validation
2020-08-12 17:15:00,Water Ride,13.915573,Validation
2019-08-22 17:15:00,Water Ride,22.57765,Validation
2022-02-24 10:15:00,Water Ride,34.85667,Validation
2022-07-08 10:15:00,Flying Coaster,26.633787,Validation
2021-07-17 13:30:00,Pirate Ship,24.243717,Validation
2022-04-23 20:15:00,Pirate Ship,19.747766,Validation
2020-10-16 11:45:00,Flying Coaster,29.575665,Validation
2020-01-13 15:15:00,Flying Coaster,10.224227,Validation
2022-02-09 14:30:00,Flying Coaster,16.998478,Validation
2018-10-23 17:00:00,Water Ride,22.432276,Validation
2019-07-24 11:15:00,Flying Coaster,35.26436,Validation
2019-01-09 12:45:00,Water Ride,17.703074,Validation
2020-09-10 15:15:00,Water Ride,10.619394,Validation
2020-08-30 11:45:00,Pirate Ship,23.201952,Validation
2019-05-16 13:00:00,Water Ride,16.866196,Validation
2019-03-03 14:30:00,Water Ride,30.7296,Validation
2019-02-11 14:00:00,Flying Coaster,29.705286,Validation
2019-12-30 11:30:00,Water Ride,33.287834,Validation
2020-10-22 11:30:00,Pirate Ship,23.931318,Validation
2022-04-16 19:15:00,Water Ride,27.859762,Validation
2022-04-11 10:45:00,Water Ride,35.37639,Validation
2022-07-14 09:45:00,Pirate Ship,35.99215,Validation
2020-02-20 14:30:00,Flying Coaster,26.867567,Validation
2020-08-12 17:15:00,Flying Coaster,7.957342,Validation
2020-10-08 11:45:00,Pirate Ship,14.799001,Validation
2020-02-24 13:30:00,Flying Coaster,40.03744,Validation
2022-02-09 11:00:00,Pirate Ship,33.58235,Validation
2018-12-22 13:45:00,Water Ride,38.460075,Validation
2018-11-17 12:15:00,Water Ride,37.25684,Validation
2020-07-13 18:00:00,Flying Coaster,13.688629,Validation
2022-01-11 10:00:00,Pirate Ship,30.019547,Validation
2021-08-19 18:45:00,Water Ride,20.264803,Validation
2022-03-21 12:15:00,Water Ride,27.06367,Validation
2022-04-12 10:30:00,Flying Coaster,42.84295,Validation
2021-10-30 16:45:00,Flying Coaster,25.198679,Validation
2020-09-16 12:45:00,Flying Coaster,11.085475,Validation
2018-10-28 19:00:00,Pirate Ship,13.696684,Validation
2019-05-02 10:15:00,Water Ride,17.129961,Validation
2018-10-08 15:30:00,Flying Coaster,13.149652,Validation
2020-08-05 16:30:00,Flying Coaster,14.91236,Validation
2019-09-07 19:45:00,Flying Coaster,8.160301,Validation
2020-08-02 12:00:00,Pirate Ship,25.157658,Validation
2020-08-09 16:45:00,Water Ride,19.92746,Validation
2022-06-26 09:45:00,Flying Coaster,23.233622,Validation
2021-11-12 13:45:00,Pirate Ship,33.561687,Validation
2018-10-26 18:30:00,Flying Coaster,14.952135,Validation
2021-12-09 17:00:00,Water Ride,19.01394,Validation
2019-09-23 17:30:00,Water Ride,12.756236,Validation
2021-11-26 13:45:00,Water Ride,29.991602,Validation
2021-10-05 14:15:00,Flying Coaster,7.2112107,Validation
